Date_Time,Temperature (°C),Humidity (%),Occupancy,Appliance Usage (kWh),Historical Energy Consumption (kWh),Weather Condition,Block,Energy Consumption (kWh)
30/03/2022 06:00,10.52,35.17,1,3.11,40.07,Cloudy,CBQ 19,25.46
30/03/2022 07:00,20.58,42.65,5,1.43,43.26,Cloudy,MOQ 15,24.08
30/03/2022 08:00,28.49,54,10,4.72,55.45,Clear,CBQ 8,17.79
30/03/2022 09:00,11.02,41.94,1,1.34,62.94,Rain,MOQ 19,33.57
30/03/2022 10:00,29.02,44.37,1,3.42,32.33,Clear,SNCO 1B,19.39
30/03/2022 11:00,28.42,40.98,6,1.52,66.14,Windy,CBQ 15,26.95
30/03/2022 12:00,10.25,76.41,4,1.63,30.57,Cloudy,CBQ 10,24.04
30/03/2022 13:00,28.85,61.4,7,0.77,56.07,Cloudy,MOQ 17,25
30/03/2022 14:00,16.52,70.81,5,0.57,30.96,Clear,MOQ 15,38.51
30/03/2022 15:00,13.75,31.01,2,4.39,50.3,Rain,MOQ 11,26.31
30/03/2022 16:00,14.13,47.82,6,3.4,63.23,Windy,CBQ 21,35.44
30/03/2022 17:00,21.02,67.3,10,2.79,21.92,Clear,MOQ 2,39.99
30/03/2022 18:00,30.23,64.04,2,2.17,35.38,Windy,SNCO 16A,30.41
30/03/2022 19:00,17.82,67.19,8,1.71,26.99,Clear,MOQ 14,19.08
30/03/2022 20:00,17.97,35.27,4,2.78,43.87,Windy,SOQ 16,34.08
30/03/2022 21:00,12.35,57.73,6,0.95,57.59,Windy,SOQ 4,26.08
30/03/2022 22:00,32.82,70.11,10,2.92,45.49,Clear,MOQ 10,37.73
30/03/2022 23:00,16.74,50.99,2,2.54,23.86,Rain,MOQ 20,16.38
31/03/2022 00:00,26.15,55.13,9,4.39,51.05,Cloudy,SNCO 15B,22.75
31/03/2022 01:00,21.09,47.35,1,4.16,59.24,Cloudy,SNCO 14A,25.71
31/03/2022 02:00,23.34,38.8,4,1.12,36.91,Clear,SOQ 5,27.15
31/03/2022 03:00,12.83,43.31,9,1.11,38.54,Cloudy,MOQ 12,27.86
31/03/2022 04:00,26.08,35.91,9,0.58,64.54,Windy,SOQ 19,22.14
31/03/2022 05:00,13.6,46.01,3,3.56,30.62,Rain,SOQ 4,29.14
31/03/2022 06:00,31.88,47.18,2,0.86,50.96,Clear,SNCO 3B,19.48
31/03/2022 07:00,30.23,32.25,1,3.57,68.43,Rain,SNCO 5B,18.17
31/03/2022 08:00,28.95,63.36,9,0.74,51.86,Windy,CBQ 14,16.13
31/03/2022 09:00,12.14,48.41,7,2.58,49.54,Rain,MOQ 1,16.53
31/03/2022 10:00,30.39,59.23,10,4.13,69.27,Clear,CBQ 27,16.18
31/03/2022 11:00,34.9,33.59,8,3.61,31.47,Rain,SOQ 18,31.06
31/03/2022 12:00,30.64,76.49,4,4.27,24.15,Clear,MOQ 17,18.81
31/03/2022 13:00,23.08,55.73,5,2.69,62.45,Rain,CBQ 15,32.44
31/03/2022 14:00,30.94,78.21,6,4.8,24.19,Windy,SOQ 15,37.07
31/03/2022 15:00,20.3,75.58,7,4.52,23.41,Rain,SNCO 19B,39.19
31/03/2022 16:00,17.69,54.55,6,4.93,44.77,Windy,SOQ 3,19.69
31/03/2022 17:00,23.46,39.41,8,4.23,67.04,Cloudy,SNCO 11A,33.43
31/03/2022 18:00,10.13,45.08,7,0.59,57.46,Windy,SOQ 10,19.98
31/03/2022 19:00,29.67,52.94,0,2.72,31.96,Rain,SOQ 12,24.9
31/03/2022 20:00,17.14,64.52,10,4.52,28.36,Rain,CBQ 26,29.93
31/03/2022 21:00,22.68,72.49,7,2.06,29.56,Cloudy,SNCO 9A,22.46
31/03/2022 22:00,10.67,38.68,2,3.43,55.47,Cloudy,MOQ 20,19.85
31/03/2022 23:00,30.45,33.14,3,2.32,56.42,Clear,SOQ 14,31.81
01/04/2022 00:00,29.5,38.04,9,3.18,63.72,Clear,SNCO 1B,26.89
01/04/2022 01:00,12.85,42.78,7,4.98,41.35,Cloudy,SNCO 4A,24.81
01/04/2022 02:00,19.43,39.34,1,1.6,30.8,Clear,CBQ 7,16.51
01/04/2022 03:00,20.85,40.42,4,4.73,62.8,Cloudy,MOQ 7,18.68
01/04/2022 04:00,31.46,45.61,8,2,24.37,Rain,MOQ 2,29.43
01/04/2022 05:00,26.87,49.34,1,3.36,59.75,Rain,CBQ 5,18.16
01/04/2022 06:00,11.96,35.56,10,2.89,47.3,Clear,SOQ 20,37.02
01/04/2022 07:00,22.06,40.38,8,2.08,24.77,Rain,SNCO 9A,25.95
01/04/2022 08:00,26.3,69.7,6,4.48,29.91,Cloudy,SOQ 19,37.36
01/04/2022 09:00,33.06,68.56,5,3.45,53.26,Cloudy,SNCO 6B,21.61
01/04/2022 10:00,12.76,62.92,1,1.68,22.75,Cloudy,SOQ 18,26.38
01/04/2022 11:00,22.01,52.5,3,1.63,30.21,Windy,CBQ 1,15.41
01/04/2022 12:00,32.91,33.24,6,3.81,38.51,Windy,SNCO 14A,27.25
01/04/2022 13:00,34.21,33.29,8,0.52,42.56,Windy,SNCO 3B,30.68
01/04/2022 14:00,18.86,51.35,0,3.86,43.53,Rain,MOQ 7,23.38
01/04/2022 15:00,22.88,45.39,8,2.55,44.75,Cloudy,SNCO 2A,38.34
01/04/2022 16:00,12.83,52.38,4,2.18,39.05,Rain,CBQ 24,39.27
01/04/2022 17:00,25.16,34.55,7,3.39,39.54,Windy,SOQ 14,32.67
01/04/2022 18:00,28.21,48.04,6,2.62,57.1,Windy,CBQ 25,26.07
01/04/2022 19:00,11.05,50.83,8,4.51,41.67,Clear,MOQ 1,18.42
01/04/2022 20:00,28.57,72.1,2,4.62,59.47,Cloudy,CBQ 23,29.56
01/04/2022 21:00,27.41,42.71,3,4.59,61.73,Rain,MOQ 15,30.17
01/04/2022 22:00,17.04,31.12,4,4.41,39.97,Clear,SNCO 18B,31.46
01/04/2022 23:00,33.33,45.08,3,2.51,49.76,Rain,MOQ 12,17.81
02/04/2022 00:00,32.13,30.25,0,0.67,41.31,Clear,MOQ 12,35.58
02/04/2022 01:00,19.84,75.23,9,0.62,58.7,Cloudy,SOQ 10,35.79
02/04/2022 02:00,18.56,74.2,9,2.93,45.79,Windy,SOQ 14,25.98
02/04/2022 03:00,20.15,59.57,3,2.27,43.42,Clear,MOQ 17,35.07
02/04/2022 04:00,21.24,58.92,3,3.2,53.47,Rain,SOQ 1,21.86
02/04/2022 05:00,13.21,40.95,6,0.93,52.88,Cloudy,CBQ 21,24.91
02/04/2022 06:00,34.02,71.37,10,4.21,25.62,Windy,CBQ 7,16.85
02/04/2022 07:00,32.07,77.84,8,4.5,59.23,Rain,MOQ 4,28.4
02/04/2022 08:00,28.38,30.18,0,1.94,32.12,Windy,CBQ 30,23.08
02/04/2022 09:00,14.83,52.81,8,1.76,40.1,Clear,CBQ 18,16.76
02/04/2022 10:00,31.26,74.88,4,0.85,21.96,Windy,MOQ 4,32.85
02/04/2022 11:00,32.9,77.71,5,0.58,27.45,Clear,MOQ 20,27.03
02/04/2022 12:00,18.42,61.05,5,2.67,51.96,Cloudy,MOQ 19,27.62
02/04/2022 13:00,27.02,61.42,0,4.02,24.52,Rain,CBQ 4,16.82
02/04/2022 14:00,33.77,41.37,7,2.16,64.39,Rain,MOQ 17,24.12
02/04/2022 15:00,26.43,75.23,9,2.03,25.63,Rain,SOQ 12,20.82
02/04/2022 16:00,34.09,43.78,0,3.98,56.06,Windy,CBQ 7,29.43
02/04/2022 17:00,15.34,73.48,6,1.96,35.78,Windy,SOQ 20,32.41
02/04/2022 18:00,30.78,62.98,2,1.51,55.02,Windy,CBQ 4,24.32
02/04/2022 19:00,14.52,46.82,1,3.84,27.3,Clear,SOQ 19,36.4
02/04/2022 20:00,27.07,36.81,3,0.54,64.15,Rain,MOQ 4,30.96
02/04/2022 21:00,31.1,43.03,0,3.83,28.37,Cloudy,CBQ 1,22.34
02/04/2022 22:00,20.18,75.5,1,1.18,33.84,Windy,SNCO 7A,39.57
02/04/2022 23:00,23.59,46.6,6,1.86,20.45,Cloudy,MOQ 14,21.52
03/04/2022 00:00,29.37,34,8,1.87,68.31,Clear,MOQ 6,18.4
03/04/2022 01:00,25.85,58.85,5,3.8,69.74,Cloudy,MOQ 15,21.81
03/04/2022 02:00,13.8,44.36,1,3.06,43.9,Rain,CBQ 7,23.98
03/04/2022 03:00,34.2,65.67,5,1.89,48.53,Windy,CBQ 13,36.3
03/04/2022 04:00,26.21,42.26,0,1.66,46.32,Cloudy,SNCO 1B,17.75
03/04/2022 05:00,13.42,52.13,4,2.93,54.84,Windy,MOQ 4,34.09
03/04/2022 06:00,17.8,62.8,7,1.58,39.57,Rain,CBQ 4,21.44
03/04/2022 07:00,26.47,40.78,0,3.19,64.08,Rain,CBQ 2,36.36
03/04/2022 08:00,19.98,34.28,10,1.43,51.3,Rain,SNCO 15B,35.86
03/04/2022 09:00,19.34,41.03,7,2.76,23.61,Rain,CBQ 1,17.51
03/04/2022 10:00,22.46,78.38,10,1.66,29.93,Rain,SNCO 11A,21.12
03/04/2022 11:00,13.84,78.92,3,4.09,56.76,Rain,MOQ 8,39.48
03/04/2022 12:00,26.03,77.05,9,0.87,22.82,Cloudy,SNCO 1B,38.9
03/04/2022 13:00,12.11,67.16,6,1,66.46,Clear,MOQ 2,29.7
03/04/2022 14:00,33.51,41.46,8,1.05,26.21,Cloudy,SOQ 4,25.07
03/04/2022 15:00,12.62,74.92,5,0.64,45.32,Windy,SOQ 12,30.94
03/04/2022 16:00,20.07,51.53,4,4.17,25.2,Cloudy,CBQ 22,37.27
03/04/2022 17:00,15.59,57.78,4,3.59,23.79,Windy,SOQ 10,22.41
03/04/2022 18:00,19.01,60.16,7,3.18,48.35,Windy,SOQ 5,25.42
03/04/2022 19:00,29.44,53.46,4,1.39,40.35,Windy,CBQ 29,15.03
03/04/2022 20:00,18.21,31.35,9,1.33,48.19,Cloudy,CBQ 3,37.64
03/04/2022 21:00,21.15,65.64,8,2.24,40.25,Windy,SNCO 15A,35.39
03/04/2022 22:00,16.1,37.21,6,3.76,41.79,Clear,SNCO 6A,30.98
03/04/2022 23:00,12.8,51.21,5,2.46,39.36,Clear,SNCO 15B,34.99
04/04/2022 00:00,22.47,54.01,4,1.02,58.62,Windy,SOQ 8,34.07
04/04/2022 01:00,13.31,64.62,9,4.61,48.15,Cloudy,CBQ 23,35.53
04/04/2022 02:00,14.24,36.68,4,3.87,29.47,Windy,SNCO 1B,15.89
04/04/2022 03:00,13.5,74.92,5,2.27,32.29,Rain,SOQ 8,17.36
04/04/2022 04:00,10.96,72.72,7,4.38,20.07,Rain,MOQ 4,30.59
04/04/2022 05:00,12,66.14,7,1.13,36.43,Windy,CBQ 27,27.92
04/04/2022 06:00,18.39,77.91,9,2.77,37.23,Windy,SOQ 17,15.71
04/04/2022 07:00,10.55,74.62,9,2.91,41.74,Clear,CBQ 17,29.88
04/04/2022 08:00,26.07,77.64,7,2.93,69.53,Windy,SNCO 16A,32.67
04/04/2022 09:00,16.08,67.82,0,2.12,24.25,Clear,MOQ 7,25.66
04/04/2022 10:00,28.17,75.73,8,3.74,27.96,Cloudy,SOQ 8,38.55
04/04/2022 11:00,27.12,76.75,8,1.18,30.37,Cloudy,SOQ 15,34.89
04/04/2022 12:00,11.77,70.62,10,4.25,66.3,Rain,SNCO 11B,33.8
04/04/2022 13:00,14.16,42.62,9,2.6,52.39,Cloudy,MOQ 10,16.22
04/04/2022 14:00,26.45,70.93,9,3.77,43.77,Clear,SOQ 13,35.41
04/04/2022 15:00,17.24,51.19,7,3.17,20.49,Windy,MOQ 19,36.38
04/04/2022 16:00,10.74,53.35,3,0.74,30.36,Windy,MOQ 13,37.59
04/04/2022 17:00,31.65,49.07,4,4.73,25.72,Rain,SOQ 14,26.7
04/04/2022 18:00,19.77,51.29,8,3.12,21.18,Windy,CBQ 1,23.07
04/04/2022 19:00,15.08,62.86,10,1.21,21.73,Clear,MOQ 12,16.25
04/04/2022 20:00,29.27,52.55,7,4.47,44.23,Rain,CBQ 9,21.85
04/04/2022 21:00,21.58,61.09,6,2.42,38.46,Rain,MOQ 10,30.99
04/04/2022 22:00,17.55,40.35,7,1.1,38.09,Rain,SOQ 9,23.87
04/04/2022 23:00,32.11,75.41,4,1.11,45.8,Rain,MOQ 2,19.69
05/04/2022 00:00,29.46,42.58,7,4.51,66.59,Rain,SNCO 20A,37.55
05/04/2022 01:00,28.6,64.83,4,4.21,30.41,Rain,SNCO 11A,19
05/04/2022 02:00,27.45,79.44,1,0.88,58.12,Clear,SOQ 13,15.63
05/04/2022 03:00,23.79,77.25,0,2.6,24.64,Rain,MOQ 18,39.32
05/04/2022 04:00,28.89,32.49,5,1.66,26.2,Cloudy,MOQ 2,30.2
05/04/2022 05:00,24.39,67.7,4,4.42,51.81,Rain,SOQ 18,36.84
05/04/2022 06:00,10.82,56.1,8,2.07,65.58,Clear,MOQ 7,15.25
05/04/2022 07:00,14.41,66.33,2,3.02,46.4,Windy,MOQ 11,23.22
05/04/2022 08:00,33.69,77.34,4,2.92,36.79,Clear,MOQ 6,34.15
05/04/2022 09:00,20.61,76.72,6,4.14,59.24,Windy,SNCO 18A,32.06
05/04/2022 10:00,18.16,44.08,9,4.21,44.86,Windy,SOQ 9,16.65
05/04/2022 11:00,30.32,48.87,8,0.79,20.68,Windy,SOQ 3,35.27
05/04/2022 12:00,29.76,63.91,10,1.56,29.6,Cloudy,CBQ 29,28
05/04/2022 13:00,25.69,73.06,8,3.12,57.69,Windy,CBQ 3,22.83
05/04/2022 14:00,32.45,59.27,2,4.59,20.4,Rain,SNCO 9A,35.17
05/04/2022 15:00,33.59,68.51,4,4.83,31.66,Windy,MOQ 10,30.32
05/04/2022 16:00,19.41,43.03,8,4.46,40.09,Clear,SOQ 5,39.84
05/04/2022 17:00,19.62,56.64,8,4.81,53.56,Windy,SNCO 8B,19.03
05/04/2022 18:00,14.96,38.2,3,0.83,25.41,Cloudy,SNCO 8B,26.91
05/04/2022 19:00,13.11,41.32,2,1.56,55.79,Rain,CBQ 20,34.34
05/04/2022 20:00,21.74,70.06,8,3.02,33.6,Clear,CBQ 26,32.24
05/04/2022 21:00,34,39.06,8,3.29,29.65,Rain,SNCO 15A,32.96
05/04/2022 22:00,28.76,46,3,3.26,38.21,Clear,CBQ 2,35.08
05/04/2022 23:00,34.29,67.38,8,4.51,69.44,Clear,MOQ 12,28.33
06/04/2022 00:00,14.86,34.78,3,1.36,45.65,Cloudy,CBQ 9,24.05
06/04/2022 01:00,14.51,46.08,7,1.84,64.69,Windy,MOQ 7,27.12
06/04/2022 02:00,10.64,78.18,4,3.18,59.24,Cloudy,SOQ 12,27.03
06/04/2022 03:00,20.87,48.21,4,4.35,40.26,Windy,MOQ 6,37.12
06/04/2022 04:00,18.51,79.43,8,0.59,30.9,Clear,MOQ 20,16.89
06/04/2022 05:00,10.61,64.63,9,3.11,45.52,Windy,SNCO 6A,37.72
06/04/2022 06:00,17.28,32.88,3,1.79,30.59,Cloudy,MOQ 10,25.73
06/04/2022 07:00,20.87,58.32,10,3.21,31.31,Cloudy,SNCO 20B,34.3
06/04/2022 08:00,22.14,47.08,5,0.83,57.3,Windy,MOQ 5,17.61
06/04/2022 09:00,19.22,50.97,5,2.61,61.88,Windy,SNCO 9B,17.09
06/04/2022 10:00,30.77,41.43,5,4.09,26.32,Clear,SNCO 12B,35.9
06/04/2022 11:00,14.66,46.48,2,4.74,36.39,Clear,MOQ 12,19
06/04/2022 12:00,13.82,44.36,5,3.6,49.44,Clear,MOQ 16,32.67
06/04/2022 13:00,15.7,70.14,2,4.92,49.87,Rain,SOQ 2,35.71
06/04/2022 14:00,22.65,41.72,3,0.55,49.44,Rain,MOQ 1,38.48
06/04/2022 15:00,16.1,56.06,3,4.01,25.2,Windy,MOQ 7,34.53
06/04/2022 16:00,15.78,69.78,5,1.75,43.89,Clear,CBQ 27,18.72
06/04/2022 17:00,26.78,41.46,6,1.06,65.58,Windy,MOQ 11,35.11
06/04/2022 18:00,21.95,46.43,8,0.92,66.06,Windy,SOQ 10,39.37
06/04/2022 19:00,26.79,58.41,4,4.61,50.08,Rain,CBQ 25,29.92
06/04/2022 20:00,16.22,68.62,8,4.96,46.73,Rain,MOQ 3,17.39
06/04/2022 21:00,20.12,79.82,7,2.97,34.75,Windy,CBQ 27,38.32
06/04/2022 22:00,17.62,31.49,7,1.13,32.27,Rain,CBQ 25,35.61
06/04/2022 23:00,16.76,55.99,9,2.34,48.83,Cloudy,SOQ 11,27.75
07/04/2022 00:00,11.37,52.67,0,2.59,57.79,Clear,SNCO 14B,37.47
07/04/2022 01:00,32.74,78.22,3,1.99,24.52,Cloudy,CBQ 1,22.33
07/04/2022 02:00,28.43,65.87,6,3.57,40.94,Cloudy,MOQ 14,38.76
07/04/2022 03:00,13.09,37.84,10,3.49,29.1,Rain,SNCO 3A,39.23
07/04/2022 04:00,33.89,38.63,9,1.25,52.58,Rain,SNCO 7B,17.43
07/04/2022 05:00,26.75,32.21,0,2.75,21.93,Windy,SNCO 5A,25.73
07/04/2022 06:00,29.22,37.5,5,1.93,41.78,Windy,SOQ 15,29.73
07/04/2022 07:00,14.26,35,4,3.56,69.43,Windy,SNCO 17B,20.43
07/04/2022 08:00,16.69,34.24,9,2.99,27.62,Windy,SOQ 8,34.49
07/04/2022 09:00,33.35,47.63,5,4.95,50.34,Rain,CBQ 16,38.35
07/04/2022 10:00,13.8,56.3,10,1.72,50.6,Windy,SOQ 12,26.6
07/04/2022 11:00,12.7,31.81,9,1.88,21.28,Cloudy,SOQ 8,21.18
07/04/2022 12:00,14.67,73.52,1,4.8,58.47,Rain,MOQ 9,24.58
07/04/2022 13:00,25.43,58.84,4,1.33,44.47,Cloudy,MOQ 1,39.45
07/04/2022 14:00,26.73,38.36,3,2.75,66.39,Cloudy,CBQ 12,37.34
07/04/2022 15:00,12.81,36.4,4,2.69,39.31,Rain,SNCO 12B,33.66
07/04/2022 16:00,20.35,48.35,7,3.06,32.51,Rain,SOQ 7,26.17
07/04/2022 17:00,22.4,70.24,1,1.67,32.28,Rain,MOQ 11,21.04
07/04/2022 18:00,31.59,66.04,4,3.44,67.44,Windy,CBQ 21,34.39
07/04/2022 19:00,17.62,57.54,1,1.48,32.9,Clear,MOQ 16,35.32
07/04/2022 20:00,32.74,64.58,8,3.75,26.56,Windy,SNCO 3B,31.14
07/04/2022 21:00,34.14,42.59,0,2.71,45.79,Clear,SOQ 13,30.39
07/04/2022 22:00,20.42,63.28,9,4.87,47.01,Cloudy,SOQ 6,24.65
07/04/2022 23:00,11.89,78.07,4,1.62,35.18,Windy,SNCO 9B,31.74
08/04/2022 00:00,21.94,40.82,6,3.44,55.12,Rain,SOQ 17,18.8
08/04/2022 01:00,27.73,33.01,6,0.98,40.88,Cloudy,SNCO 17B,38.98
08/04/2022 02:00,23.11,77.49,3,2.34,53.15,Cloudy,CBQ 27,19.5
08/04/2022 03:00,13.21,39.64,0,4.18,51.43,Windy,MOQ 5,23.21
08/04/2022 04:00,17.17,41.76,4,1.73,44.68,Cloudy,CBQ 6,23.93
08/04/2022 05:00,32.54,69.66,5,0.65,20.94,Windy,SOQ 18,36.06
08/04/2022 06:00,13.65,45.87,10,0.8,31.02,Windy,SNCO 7B,24.49
08/04/2022 07:00,18.37,40.93,2,3.03,52.74,Clear,CBQ 24,32.48
08/04/2022 08:00,33.76,38.78,2,4.3,26.54,Windy,CBQ 8,28.39
08/04/2022 09:00,16.13,76.62,4,0.95,29.15,Cloudy,MOQ 20,17.74
08/04/2022 10:00,14.57,40.46,5,1.15,62.63,Rain,MOQ 13,25
08/04/2022 11:00,27.7,54.35,8,2.96,64.98,Windy,SOQ 10,20.56
08/04/2022 12:00,34.42,62.3,7,3.18,68.99,Cloudy,MOQ 4,29.44
08/04/2022 13:00,24.78,72.6,8,2.96,25.64,Cloudy,SNCO 8A,17.63
08/04/2022 14:00,18.1,67.65,9,2.29,44.58,Clear,CBQ 29,30.07
08/04/2022 15:00,14.65,44.81,4,3.84,20.89,Cloudy,MOQ 15,24.24
08/04/2022 16:00,24.48,70.64,2,1.32,44.86,Windy,SNCO 13B,27.82
08/04/2022 17:00,24.57,52.72,3,2.74,60.32,Rain,SOQ 4,27.67
08/04/2022 18:00,12,62.13,9,3.94,55.3,Windy,SNCO 18B,23.52
08/04/2022 19:00,16.26,71.45,9,3.12,28.98,Clear,MOQ 4,23.01
08/04/2022 20:00,29.67,41.61,8,4.48,22.99,Windy,SOQ 10,25.51
08/04/2022 21:00,17.25,30.2,8,1.91,69.86,Cloudy,CBQ 22,23.28
08/04/2022 22:00,20.53,70.93,10,1.18,53.03,Rain,CBQ 30,33.63
08/04/2022 23:00,24.11,41.26,8,2.04,35.06,Rain,SNCO 8B,21.78
09/04/2022 00:00,28.89,44.71,5,0.6,45.13,Clear,CBQ 23,34.51
09/04/2022 01:00,16.47,47.41,9,4.63,46.74,Windy,SNCO 20B,38.72
09/04/2022 02:00,21.81,69.97,7,3.29,54.02,Rain,SOQ 18,21.95
09/04/2022 03:00,31.29,33.38,1,3.61,41.49,Rain,CBQ 28,24.12
09/04/2022 04:00,19.17,77.81,9,0.7,42.21,Windy,CBQ 20,19.97
09/04/2022 05:00,29.04,45.51,6,4.57,48.01,Cloudy,SOQ 9,16.7
09/04/2022 06:00,20.7,38.42,4,3.03,66.37,Clear,MOQ 5,20.79
09/04/2022 07:00,11.2,30.38,7,4.4,50.37,Clear,SOQ 18,23.43
09/04/2022 08:00,34.73,74.33,6,1.96,68.5,Clear,SOQ 7,29.77
09/04/2022 09:00,12.65,78.65,0,1.39,60.99,Rain,SNCO 11B,23.68
09/04/2022 10:00,12.9,64.12,8,3.08,61.78,Rain,SNCO 14B,29.66
09/04/2022 11:00,26.95,75.67,10,3.79,67.89,Rain,SNCO 7B,18.67
09/04/2022 12:00,15.17,55.64,2,2.5,58.65,Clear,CBQ 2,21.72
09/04/2022 13:00,10.12,48.9,1,4.53,61.17,Rain,SNCO 20A,24.59
09/04/2022 14:00,17.72,52.95,8,1.57,48.05,Clear,SNCO 17A,39.83
09/04/2022 15:00,21.85,68.16,8,3.31,30.53,Windy,CBQ 24,22.14
09/04/2022 16:00,24.59,56.79,7,2.8,25.49,Cloudy,SOQ 12,34.33
09/04/2022 17:00,28.33,64.56,10,3.81,46.95,Windy,SOQ 15,39.46
09/04/2022 18:00,25.18,42.21,2,0.64,38.55,Clear,SNCO 20A,24.64
09/04/2022 19:00,28.84,48.01,4,2.01,69.42,Rain,SNCO 19A,31.99
09/04/2022 20:00,33.47,69.69,10,4.83,61.28,Cloudy,CBQ 2,26.8
09/04/2022 21:00,12.07,39.89,10,1.1,38.56,Cloudy,MOQ 20,26.5
09/04/2022 22:00,15.05,43.06,7,3.92,34.82,Windy,MOQ 6,27.92
09/04/2022 23:00,15.49,39.05,10,2.13,28.25,Windy,SNCO 3A,38.24
10/04/2022 00:00,29.37,51.31,10,2.98,50.6,Windy,CBQ 20,25.8
10/04/2022 01:00,30.12,79.59,2,0.68,54.15,Cloudy,MOQ 16,25.92
10/04/2022 02:00,32.14,34.71,1,0.99,31.9,Cloudy,SNCO 9B,18.36
10/04/2022 03:00,17.32,53.22,9,3.01,64.19,Windy,CBQ 18,29.66
10/04/2022 04:00,34.62,73.61,10,2.72,43.28,Windy,SNCO 1B,37.52
10/04/2022 05:00,30.97,52.78,8,0.88,20.21,Clear,SOQ 13,34.68
10/04/2022 06:00,13.2,68.8,0,4.23,41.81,Rain,CBQ 13,36.16
10/04/2022 07:00,33.95,36.58,2,2.78,39.15,Rain,MOQ 8,19.94
10/04/2022 08:00,29.05,57.59,1,1.19,39.33,Rain,SOQ 1,25.5
10/04/2022 09:00,21.81,53.68,4,4.15,62.45,Clear,CBQ 9,16.8
10/04/2022 10:00,11.42,79.1,9,0.53,38.32,Cloudy,SOQ 8,32.34
10/04/2022 11:00,28.04,62.12,10,1.87,41.4,Rain,SOQ 3,28.91
10/04/2022 12:00,24.18,35.7,7,0.57,27.23,Clear,SNCO 17A,21.84
10/04/2022 13:00,10.99,39.82,1,0.51,30.59,Cloudy,SNCO 5B,15.99
10/04/2022 14:00,16.27,50.21,10,1.39,49.81,Rain,SNCO 8A,39.74
10/04/2022 15:00,13.3,51.57,7,1.47,42.02,Rain,CBQ 27,23.4
10/04/2022 16:00,13.53,67.47,4,3.73,60.46,Windy,SNCO 13A,29.26
10/04/2022 17:00,24.79,69.6,1,0.99,42.73,Windy,SOQ 10,15.01
10/04/2022 18:00,25.87,40.71,9,0.8,25.69,Cloudy,MOQ 15,31.46
10/04/2022 19:00,17,66.02,4,4.55,21.94,Windy,CBQ 5,24.46
10/04/2022 20:00,17.33,35.94,1,3.95,41.01,Windy,MOQ 2,30
10/04/2022 21:00,31.56,52.96,0,1.87,52.02,Clear,MOQ 1,23.66
10/04/2022 22:00,25.59,79.23,2,3.65,37.1,Windy,SOQ 20,15.08
10/04/2022 23:00,32.45,48.5,4,2.61,33.5,Clear,SOQ 1,31.09
11/04/2022 00:00,22.1,62.44,0,3.94,53.86,Cloudy,CBQ 9,28.26
11/04/2022 01:00,33.64,43,5,4.82,52.65,Windy,CBQ 7,24.24
11/04/2022 02:00,25.96,35.34,1,3.04,30.07,Rain,CBQ 25,18.21
11/04/2022 03:00,32.33,70.65,7,1.3,59.17,Clear,SOQ 9,15.79
11/04/2022 04:00,11.93,63.38,10,1.23,21.22,Windy,CBQ 30,25.51
11/04/2022 05:00,15.53,51.73,2,2.01,59.96,Cloudy,MOQ 8,19.33
11/04/2022 06:00,10.99,45.93,8,2.98,22.63,Windy,SOQ 4,24.8
11/04/2022 07:00,15.86,70.51,0,0.95,34.11,Windy,CBQ 5,35.1
11/04/2022 08:00,25.45,62.88,0,0.75,23.28,Cloudy,CBQ 13,33.26
11/04/2022 09:00,14.28,58.94,8,0.6,32.66,Windy,MOQ 17,20.1
11/04/2022 10:00,25.73,77.81,9,4.29,42.83,Rain,CBQ 2,28.94
11/04/2022 11:00,33.11,44.64,2,2.88,46.75,Windy,CBQ 22,37.45
11/04/2022 12:00,33.17,69.2,10,2.32,51.46,Rain,MOQ 5,31.97
11/04/2022 13:00,26.72,64.96,5,0.75,25.06,Clear,CBQ 14,17.32
11/04/2022 14:00,12.92,59.33,10,4.9,54.02,Rain,SNCO 6A,30.97
11/04/2022 15:00,31.12,32.54,4,2.66,57.85,Cloudy,SNCO 20A,32.77
11/04/2022 16:00,33.87,72.78,3,4.87,35.54,Clear,CBQ 29,39.55
11/04/2022 17:00,25.65,57.85,10,1.59,22.24,Clear,MOQ 12,26.57
11/04/2022 18:00,12.56,55.26,3,4.52,66.35,Clear,SNCO 17A,38.63
11/04/2022 19:00,18.74,47.43,7,2.77,32.62,Cloudy,MOQ 10,33.62
11/04/2022 20:00,10.34,63.59,10,1.46,22.92,Rain,SOQ 4,20.41
11/04/2022 21:00,23.8,75.58,3,3.49,55.51,Clear,SOQ 8,19.22
11/04/2022 22:00,14.25,76.86,3,3.63,52.58,Rain,MOQ 15,33.91
11/04/2022 23:00,12.99,78.4,2,0.71,44.34,Rain,CBQ 24,33.37
12/04/2022 00:00,31.39,75.04,0,0.81,37.43,Windy,CBQ 4,26.58
12/04/2022 01:00,17.47,76.24,3,4.82,65.47,Cloudy,CBQ 1,39.68
12/04/2022 02:00,15.45,35.06,7,4.4,34.27,Clear,MOQ 4,28.37
12/04/2022 03:00,25.25,57.32,2,3,55.33,Clear,SOQ 1,31.02
12/04/2022 04:00,17.82,42.3,1,1.9,66.23,Windy,MOQ 16,17.35
12/04/2022 05:00,29.29,50.86,9,0.97,44.86,Clear,MOQ 6,30.09
